item,arm,spk,gender,path,dur,sha256
8463_2,real,8463,F,corpus/final/real/8463_2.wav,7.72,11984574e06a8b408dc41da0f76f9597c3b78fe1764cb8f45644b972bc6cb594
8463_3,real,8463,F,corpus/final/real/8463_3.wav,6.12,f378340cce00440e3526e0c5b9c6320e54932bbd969dd89233982509641ca9ae
8463_4,real,8463,F,corpus/final/real/8463_4.wav,10.96,0b8dffd3ad270897635669f2178a6696ab3c964108defe0c8ced8d16192a60fd
8555_0,real,8555,F,corpus/final/real/8555_0.wav,4.58,254931e0e500704452db1b200f192061e8ac1506109f5f7f07624172b0a18b30
8555_1,real,8555,F,corpus/final/real/8555_1.wav,5.86,aff58f7a282c4929123b10279c0d7977ea049d5a3e435760e4be0735f6a6ed6a
8555_2,real,8555,F,corpus/final/real/8555_2.wav,9.44,e8f5c9b8387aea39654ab618d7eb306e4f8db2dd6665d8b2b193975dfdf41e3b
8555_3,real,8555,F,corpus/final/real/8555_3.wav,9.03,85d7fa7f776313124c3eb9683b588a5cbed8580a635190bf1802d4d7f5af8ad0
8555_4,real,8555,F,corpus/final/real/8555_4.wav,10.68,8c06dc06ec2d258b94d34854b1493d155b7cdcb382c52f86da2ed6887a1152a0
908_0,real,908,M,corpus/final/real/908_0.wav,10.49,5111582fa1eb62b0d1c97d3d7ddd4fa1998c1565d4dd5dbe3213a90d7a74c06c
908_1,real,908,M,corpus/final/real/908_1.wav,10.2,03c4ee502a980eb4b9a6eae1408f1e99002f558d42459f73519b8b0fe7a73d1f
908_2,real,908,M,corpus/final/real/908_2.wav,4.92,a08d82095f44502b5b2be8e95da99fd27282872801444eff096c05c035faafed
908_3,real,908,M,corpus/final/real/908_3.wav,4.92,2c1203b8fed8a93dd0ff66151aaa31a1c07adeb27a88c87db50e19afb7ccadc6
908_4,real,908,M,corpus/final/real/908_4.wav,4.89,f35c73f32a420d9a313f5a32a64b5c6c246543d962e3266b6796ebd72bc959aa
1089_0,resynth,1089,M,corpus/final/resynth/1089_0.wav,12.05,61c725358dc59f893bb2138b2e56ffe82ffdc9e0d4d9db85b3160550a59d1ada
1089_1,resynth,1089,M,corpus/final/resynth/1089_1.wav,7.13,2a923735c36971883b13e33cd764ac7b944efd3710cfcfbefcf6f788b0d73c4c
1089_2,resynth,1089,M,corpus/final/resynth/1089_2.wav,5.61,31894c1c2f2529bacb8a053e22753d56cd1101a43a6b1b6c6b474ac1d46f3d3e
1089_3,resynth,1089,M,corpus/final/resynth/1089_3.wav,4.49,cb55f5d00fc1da6ab822c25dea25b662388ad8de1e97032c04e39cd8579aaf8f
1089_4,resynth,1089,M,corpus/final/resynth/1089_4.wav,8.31,3ffbc54efc40dc041ab1de9f5179b2a08e9fe26eb3309bcd5d9642a966d5fe2c
1188_0,resynth,1188,M,corpus/final/resynth/1188_0.wav,11.38,571d39a89f574f06ad0ca00dc63287c2941d284d586369ded958717b89a4df42
1188_1,resynth,1188,M,corpus/final/resynth/1188_1.wav,5.01,21f7c209a211fe07ea33096844fa943f49447a5d080c2d593827e43f0178edc5
1188_2,resynth,1188,M,corpus/final/resynth/1188_2.wav,11.12,c8d3597ff9529da3ec68b5b069160d3ad695d693fdf2e5a9edae28e44e8ca74e
1188_3,resynth,1188,M,corpus/final/resynth/1188_3.wav,7.03,2f65e518492ce235792114bb96e5901a2a6ffae32413a831fc3fe01db889bf22
1188_4,resynth,1188,M,corpus/final/resynth/1188_4.wav,4.65,80c0868ff53c18682261358628798ff4020156b5af60cdbd8ee7aafb5e4e2744
121_0,resynth,121,F,corpus/final/resynth/121_0.wav,6.19,e3cadd3aa9e5128109dcd73be3977e979e5f1a4822b83ca8c37b5015b306c854
121_1,resynth,121,F,corpus/final/resynth/121_1.wav,11.16,5459d780ec70718cf26384dfbb53744674100fdc052f70d5bbb54bd0d3a5b143
121_2,resynth,121,F,corpus/final/resynth/121_2.wav,5.47,15281f3d1fafa3f379245fc90ba11d65c5e52d64de1d06f2972e2fea85a7da92
121_3,resynth,121,F,corpus/final/resynth/121_3.wav,7.66,643b2ee59be38de504141e3eebb14d208e7ea2d28f689aa95d68974a05316543
121_4,resynth,121,F,corpus/final/resynth/121_4.wav,8.86,870f831549f66fd2f98a4bd232e0567ab22b305f1bcdca82d70a0dca60c41406
1221_0,resynth,1221,F,corpus/final/resynth/1221_0.wav,7.84,c3ba4627fef041c14eabfb25d3d9e0f379ea81d362a734d02769e69a697e20f0
1221_1,resynth,1221,F,corpus/final/resynth/1221_1.wav,6.26,ff76a324c35215e7196a2e1fcab62092c119cf1783b5371f09a88b3736bfb8d6
1221_2,resynth,1221,F,corpus/final/resynth/1221_2.wav,5.22,96a0e9e88b7023996801bd327060e13d56fffbb95c2919e132c489876ce70c05
1221_3,resynth,1221,F,corpus/final/resynth/1221_3.wav,12.38,a081b90606a089f69fab48cb5bad22fd63599a4cb65819b0d83c3641ffe34521
1221_4,resynth,1221,F,corpus/final/resynth/1221_4.wav,7.47,30e50ac7783cbf1f44b9da74322d1b09ecddb6b6e46933b43dc9c279ef6e7fc2
1284_0,resynth,1284,F,corpus/final/resynth/1284_0.wav,8.08,f61b21e474e6f6d01dd775427338638e114af42a8114575db0fbfdf2b90515bd
1284_1,resynth,1284,F,corpus/final/resynth/1284_1.wav,6.95,496fdcdf8a56194cb88175ca6f15cdc84ce8ceee2c4b29dec2d33d81bb1825a1
1284_2,resynth,1284,F,corpus/final/resynth/1284_2.wav,11.83,7da7a14b10d25f497b59fc0efe22a9867e8ec432d1d5cf0fd4d5d535ca493724
1284_3,resynth,1284,F,corpus/final/resynth/1284_3.wav,6.83,99aa15d8f5c46e98d16c0120049b8fbd020906c767ea4c231f3f4cc57af84873
1284_4,resynth,1284,F,corpus/final/resynth/1284_4.wav,4.44,dc478d63b2582c00b4bbfba5054be5903e0f66b31d5f13bf5c7d2a9aa45b86bb
1320_0,resynth,1320,M,corpus/final/resynth/1320_0.wav,8.23,c507191f9a12060bb796dff7af8c9b408b327dd9e00053e06275245825101d0c
1320_1,resynth,1320,M,corpus/final/resynth/1320_1.wav,6.09,b8ac7d9937cf766f743905c8329987a520a522ef0487d774334091800b735750
1320_2,resynth,1320,M,corpus/final/resynth/1320_2.wav,10.4,da4134fbb0cc1f519e6f1b8ef0a46820d63e7d88f734976d734e763fcd990b5b
1320_3,resynth,1320,M,corpus/final/resynth/1320_3.wav,9.29,47596dd3ea7bf7145ca6f314522b3cf9f3df49a1b7b39b0149ec38a9db73dbb8
1320_4,resynth,1320,M,corpus/final/resynth/1320_4.wav,6.76,632fecdee02aef48039581657eabebabd6b6fe0350c19eb6bf2d66a12c3def51
1580_0,resynth,1580,F,corpus/final/resynth/1580_0.wav,9.66,93218a2003d1cbbbf169cd37489e4c8a58a0f45183afe8885e5fe21abeb1bb8c
1580_1,resynth,1580,F,corpus/final/resynth/1580_1.wav,6.38,a26247b4fd26c9b77d2d8767256151ff2b260c5cc071c3171acd4753957ffaca
1580_2,resynth,1580,F,corpus/final/resynth/1580_2.wav,8.39,91d9ad2fef52bf9ff9a56b24d15b1ce70098b61b323c9e9c90ac03c74d3bdff1
1580_3,resynth,1580,F,corpus/final/resynth/1580_3.wav,6.54,f748f3491b3636b0e91b638030d64a61ceb15b52adf278c9b57af1890fdc255e
1580_4,resynth,1580,F,corpus/final/resynth/1580_4.wav,10.46,f2777841209b54acbe3455d19525932283962706e0b145303c2fa49a923e4e98
1995_0,resynth,1995,F,corpus/final/resynth/1995_0.wav,10.57,8268d585eec93cd56c5f2f83574eace0fee78961e043889bdef8f3b6e5c66bcb
1995_1,resynth,1995,F,corpus/final/resynth/1995_1.wav,7.11,9a30374aef1f158a6ecadf155a5cdd6917ed5ce44da8669260bda42e49751c5b
1995_2,resynth,1995,F,corpus/final/resynth/1995_2.wav,6.54,d8f787dd93d5c5f88c0b0b91502493f6151766c6a1adce828d5d931b60b9f412
1995_3,resynth,1995,F,corpus/final/resynth/1995_3.wav,8.37,bd244e407a74cc39bacac1714ce2b494fc4194403d1a332b81b08ab3bee68fb9
1995_4,resynth,1995,F,corpus/final/resynth/1995_4.wav,9.34,fe0f33c5e2b6a89e8547eff29db979e1b74d53e884359feff24d2dbdbf207356
2094_0,resynth,2094,F,corpus/final/resynth/2094_0.wav,5.58,bbc80e767abf1f1183bf83c4b8d0baa9bc9543e01d0ce772c54143a35e5fe2e0
2094_1,resynth,2094,F,corpus/final/resynth/2094_1.wav,5.33,b8788e36af65fa8cc5cede706471877873258a3510cc4dc88ed1db53ab5e9d50
2094_2,resynth,2094,F,corpus/final/resynth/2094_2.wav,4.45,03f8b04598674bbadf6e42a27f016fc6d9f5755d14abbc7fdac3e54e01239d77
2094_3,resynth,2094,F,corpus/final/resynth/2094_3.wav,6.93,5cac4b6eeeace2e801c4fab761e4d2c578b00f50e767eb034a50abf5bee82824
2094_4,resynth,2094,F,corpus/final/resynth/2094_4.wav,7.75,2f3c63d1a6a4957ce7d3893400316d1cabb652136f5b030ebdf8cf8434ee3d41
2300_0,resynth,2300,M,corpus/final/resynth/2300_0.wav,9.02,a38dd9d93d0bed70eb052a8dee1477ed6c1c0c510ea0d976df0ec72bb7399cae
2300_1,resynth,2300,M,corpus/final/resynth/2300_1.wav,11.54,5cbba702f45d78ea2eab69d5d2c0006178ba5c9c7675fbc56646c661607ecb79
2300_2,resynth,2300,M,corpus/final/resynth/2300_2.wav,9.28,e30b4f416a933fc6d38745c8851cbbb7d8e6d3fc3a4f7c089e1c84ae76104e35
2300_3,resynth,2300,M,corpus/final/resynth/2300_3.wav,7.49,53cdd998beb3e5eb4d64cfcf1e4870f0ea95eebb84d411984fe6325339711281
2300_4,resynth,2300,M,corpus/final/resynth/2300_4.wav,6.01,fc6cde4d7d01e9f78fea94a3901df7d19545924e0282dcdee7ac4c9df91a3f9d
237_0,resynth,237,F,corpus/final/resynth/237_0.wav,7.19,d3e9a1d97f8c5c9d964b5912371edd7e41ed87e722cc4422460afb6ee95ecaed
237_1,resynth,237,F,corpus/final/resynth/237_1.wav,5.19,3e284c74414bcb4b1feba3097b744f344549914942326f8c608920c09ef7386b
237_2,resynth,237,F,corpus/final/resynth/237_2.wav,7.0,0c4d29c80c2bff449a6ec6fa138f2595a466384cce4f63b3b29c13bbec886298
237_3,resynth,237,F,corpus/final/resynth/237_3.wav,6.55,537c47d0a7586e2e906fc6dd85e791177c853cf57c5f07daffdc06f29be5ae18
237_4,resynth,237,F,corpus/final/resynth/237_4.wav,4.85,00b18f6aa7fbd45ca7a9b20c073a756066a443ac242b725537e0c8cd9cfa016b
260_0,resynth,260,M,corpus/final/resynth/260_0.wav,6.71,8aaae52ecacc7a352bfa0df871eb791927dd25b46fe4e47b87797ee28134f360
260_1,resynth,260,M,corpus/final/resynth/260_1.wav,10.39,365def06a3a076818ccd96d0cd5d98c180b6afc05c907157a4e127dd235fdda4
260_2,resynth,260,M,corpus/final/resynth/260_2.wav,5.27,89c1622fb6221573fb432b741c8da62ed0881fdd7ee1fd09f8e3bd6b7762789b
260_3,resynth,260,M,corpus/final/resynth/260_3.wav,5.29,5dfdf54602ff8c5889a7c3151caac49b6fe8f43b6f7cb61ccf34d5c6df98b4a8
260_4,resynth,260,M,corpus/final/resynth/260_4.wav,5.39,8784fe2c10b73e2c851eb2915214c62832cd59701ac45b6fc2066b8907b278bd
2830_0,resynth,2830,M,corpus/final/resynth/2830_0.wav,5.65,566a3d1e69e0b1938499635cfd2871e3a469cced11df90a8214f9fc877520c14
2830_1,resynth,2830,M,corpus/final/resynth/2830_1.wav,7.42,ad61293a8a592a897f6812becbab02f88105ba7223417713654ec43000990067
2830_2,resynth,2830,M,corpus/final/resynth/2830_2.wav,5.92,17dc325e05ef47ffae647d8fbaa9c69f687d487ccf42e7da81885cb7343f456b
2830_3,resynth,2830,M,corpus/final/resynth/2830_3.wav,5.29,3b20940027e8687b9842d6200186fe4274dab12fbb9c397ebf999729242740ef
2830_4,resynth,2830,M,corpus/final/resynth/2830_4.wav,5.75,752f9c73f72adbf51efde52a6b9df31e504662b7fa65ed18547078ba0e35cbdf
2961_0,resynth,2961,F,corpus/final/resynth/2961_0.wav,8.21,ba2ed205b5e699eb7ed7e5f30d6df0499e8997b91b8237f607ce829dc4493216
2961_1,resynth,2961,F,corpus/final/resynth/2961_1.wav,8.16,f9973d23f7b29dbdc9164cecdf80fb27948168d9e2e25cd38317088a32dd07b7
2961_2,resynth,2961,F,corpus/final/resynth/2961_2.wav,8.23,db8710425eb52cd395ac0911a421d114e77b8064e5783863eac6d37aa9fa0807
2961_3,resynth,2961,F,corpus/final/resynth/2961_3.wav,7.83,75f820b1d4acba5afcb4461c9d521f6a1ca683af58ddccefdd66f8fc195283de
2961_4,resynth,2961,F,corpus/final/resynth/2961_4.wav,6.53,e22d0086eb2b4b867dfc9f9a8643fe1e4a3ee60a4ef187c5b2db2e1c76090a16
3570_0,resynth,3570,F,corpus/final/resynth/3570_0.wav,5.73,46f618f3b1507156b1ff77a8c0aec97d2f83ce39e3982d534c49fc2bccaf7ab3
3570_1,resynth,3570,F,corpus/final/resynth/3570_1.wav,7.97,13eafa63a51d562d2e6f30145461c6f2ca7ac38fd7b601dfad323ad80d01273b
3570_2,resynth,3570,F,corpus/final/resynth/3570_2.wav,7.91,c48636346ffddc3891a8dbed293fd2323bf4ab852d9dc762f4edc274905fbc69
3570_3,resynth,3570,F,corpus/final/resynth/3570_3.wav,5.07,a2e4b9bf831cdd873aedabfded403f8b3d2300b65466b9fb36c1e72e1109afec
3570_4,resynth,3570,F,corpus/final/resynth/3570_4.wav,10.15,5d25a9d0743fe650b83401d88fc667727a19a82e862387c0f65d14593f2b1505
3575_0,resynth,3575,F,corpus/final/resynth/3575_0.wav,6.46,f9bae896199e1a4b4e46b26a6208006090173b86ec17ab0b6dd03742ddc3a378
3575_1,resynth,3575,F,corpus/final/resynth/3575_1.wav,6.92,17f997de6861641f730fe437107a8d0f63d9d7f35ab9d90ddf4b7e2452cff937
3575_2,resynth,3575,F,corpus/final/resynth/3575_2.wav,5.32,873ec3c20e87974a34e247efc5acdfe6d1b4118bbb02014a22eb691ee1b1d50a
3575_3,resynth,3575,F,corpus/final/resynth/3575_3.wav,9.57,3b06c1af9ee986770b019f35a1cbbd7f783251bd421037dfd40079d778b6b5aa
3575_4,resynth,3575,F,corpus/final/resynth/3575_4.wav,6.8,cec7d08cacfcabd310f34be03a3e3d669e1a1816ab44e5d850d36b24f26e757a
3729_0,resynth,3729,F,corpus/final/resynth/3729_0.wav,4.8,32943de2f2fed764dec2de3e7af8d874e30cc66d3563350f4ee5f3b9546ea81d
3729_1,resynth,3729,F,corpus/final/resynth/3729_1.wav,8.71,102ce719366c3da1b7ae844a2261d7a8331737e595a74837becce14401691c70
3729_2,resynth,3729,F,corpus/final/resynth/3729_2.wav,9.18,ac7c0674c6ebf493d24e485d0b2d1fc40f4d1825b77d35bc5afc6aa1b0efcd57
3729_3,resynth,3729,F,corpus/final/resynth/3729_3.wav,6.29,db3aa86e8a328af043e70d6983558517ac5a39956c79827781a01ecf42524332
3729_4,resynth,3729,F,corpus/final/resynth/3729_4.wav,6.11,795a3855313c8438fd35faee231aabff04dbaf2de8cfbc98162abf93d0f2050d
4077_0,resynth,4077,M,corpus/final/resynth/4077_0.wav,9.14,565244e2453d6e0aa4faa4465ff97cfe481188c1738ca1ad3e7d5e63293732df
4077_1,resynth,4077,M,corpus/final/resynth/4077_1.wav,10.7,d49dcf90ceedb5a73129cd31fa9e9b89fc5fc23afd341081d6f1a7273724521b
4077_2,resynth,4077,M,corpus/final/resynth/4077_2.wav,4.71,1043e272711581fb18201a868bff7b9a93fdf4afbb9e1768e130741e726df358
4077_3,resynth,4077,M,corpus/final/resynth/4077_3.wav,6.08,637243fa0064b78d7fce1b17407fa68ec32575576d6418f3f9a666f709defce7
4077_4,resynth,4077,M,corpus/final/resynth/4077_4.wav,11.37,9e9fd80df61e3843fd576ce22edbd15bbd06258babfa1710e83ed47b3dfbec97
4446_0,resynth,4446,F,corpus/final/resynth/4446_0.wav,6.26,dcdb7f8d198318f175c4833117407972719694ad218045b03085dd6745c89910
4446_1,resynth,4446,F,corpus/final/resynth/4446_1.wav,6.68,975287aa35aef1bdfb561c871c88b7230b504a9c3be883cb9d488c59bedaa4e2
4446_2,resynth,4446,F,corpus/final/resynth/4446_2.wav,5.74,ecfa81a05f7a2c14c636bf2e6a4725290fd4285ab612058999bb9c3054790b65
4446_3,resynth,4446,F,corpus/final/resynth/4446_3.wav,8.23,9f287b063b8f512604cd7baabb096a6e12d298b9b5f6d4d5549dc38460ca0193
4446_4,resynth,4446,F,corpus/final/resynth/4446_4.wav,6.74,8161bf71dab2fb28cd46ea431ee944b9d09df09babdb9a13dc686c7204faa2bb
4507_0,resynth,4507,F,corpus/final/resynth/4507_0.wav,8.49,fe14c8492916bd5cd2409f8413ee3d39e37ed2f0166ed0bdd7e65112c96cf988
4507_1,resynth,4507,F,corpus/final/resynth/4507_1.wav,7.62,6f2e873b0f28ba10c7d611e70830310c0e4c1cbac49c7bf25010014b6171d21b
4507_2,resynth,4507,F,corpus/final/resynth/4507_2.wav,6.75,446853af365f5163ce4e0d583c275422f988469135c579e394fb2d76600452de
4507_3,resynth,4507,F,corpus/final/resynth/4507_3.wav,10.98,e140fc0289d3f6d92b0cddb390b17c5986af256cdd22c7fd2a62503e578bc213
4507_4,resynth,4507,F,corpus/final/resynth/4507_4.wav,10.78,e78e61afb2766014cec58cc9295583aa4a6362f9b935b1009206efc52efc34c8
4970_0,resynth,4970,F,corpus/final/resynth/4970_0.wav,7.34,37a697b4b6330700eff0928dd5409e449f945d91fc7225d86a89ea5a12c1ab6f
4970_1,resynth,4970,F,corpus/final/resynth/4970_1.wav,11.85,2fbc014e5e5cde83d6444bb1cb8fa5127d53e8e3ce51df0a4c4af60183ed24f2
4970_2,resynth,4970,F,corpus/final/resynth/4970_2.wav,6.44,3dedcec99c1f7a665fdae07cc538c07ca0fee40140d24e3593f1be68bfd193cf
4970_3,resynth,4970,F,corpus/final/resynth/4970_3.wav,10.42,6b04f5e3d0aaa5b885454c716682be58496f231a32417857fa43eba1f28b5231
4970_4,resynth,4970,F,corpus/final/resynth/4970_4.wav,10.2,927415bbccc795b430e0b45b3b8ab34eeedac7017f539455fab5d5777529febf
4992_0,resynth,4992,F,corpus/final/resynth/4992_0.wav,9.37,7b9c25a3f474f43235af71212f92d46caecfcfd9a7430e4ddd6011b238e76645
4992_1,resynth,4992,F,corpus/final/resynth/4992_1.wav,8.46,58da68bfbbd0be888737cd040067328444907d3446467a2965063a3e368e7944
4992_2,resynth,4992,F,corpus/final/resynth/4992_2.wav,5.84,8b933660ba7e4e48a2984e4ae841083c34b37b00243db7e078fdc8ab57da3bde
4992_3,resynth,4992,F,corpus/final/resynth/4992_3.wav,4.89,96c61ecf19da0d905f497b04cae551acef2486de68fd35d24bb0f01097ffe885
4992_4,resynth,4992,F,corpus/final/resynth/4992_4.wav,8.71,d65dd44b0d84fb3a660aa63c5de9e27aad4f6bb00941f0ef2fd283db2ca2b113
5105_0,resynth,5105,M,corpus/final/resynth/5105_0.wav,11.36,fc7011bec75f2e178b110a8fd7903382ee729837872c879aa705f8e89fc59a3d
5105_1,resynth,5105,M,corpus/final/resynth/5105_1.wav,4.91,2c245b1c2436b781d46a9e99f8fdfadfe0090578adb70394c694c744a25384d8
5105_2,resynth,5105,M,corpus/final/resynth/5105_2.wav,6.64,adb5d54e30e84f5780d394045617ec44690db78d8a4c2cc6badcb0958428ad32
5105_3,resynth,5105,M,corpus/final/resynth/5105_3.wav,8.6,4a2480e2d019008c412183569ca739c9317776f9076a37fa6fff1cf64aadba69
5105_4,resynth,5105,M,corpus/final/resynth/5105_4.wav,7.8,21888c5903103d1b414c8ab4fe9d566cda46fba418e8c0f13d4a5abc350a07f4
5142_0,resynth,5142,F,corpus/final/resynth/5142_0.wav,10.19,f976233ff4f5f5fb2faede8030f51b1de30a736b5993efa82dac5ce1e93c97bf
5142_1,resynth,5142,F,corpus/final/resynth/5142_1.wav,4.66,4f50f6fb684903e1bdc915cb48aedc1be0a7607d9a30b5d5fc8e14698490d17f
5142_2,resynth,5142,F,corpus/final/resynth/5142_2.wav,6.18,750e129d038dd7846bb622df5735fe351c22d0c98f65a3833ddcdd66b626ea86
5142_3,resynth,5142,F,corpus/final/resynth/5142_3.wav,6.14,d9c1664dad872f029d1cb63442792d2eb86c4b78f32ec416efea955b207febcc
5142_4,resynth,5142,F,corpus/final/resynth/5142_4.wav,4.99,b6cb691e58679fcc9707c803f2ab04a061d90e2231b13555dfeb9e67d7b130cf
5639_0,resynth,5639,M,corpus/final/resynth/5639_0.wav,4.52,248eb581e9a215ab6feb8d9e33b04390f251a6f3e2183e76f8c3ff60c41f68f9
5639_1,resynth,5639,M,corpus/final/resynth/5639_1.wav,8.99,3929c409a264eabcb06f5538ccca5866151f7ea99c61c16420ab1bd4b98438e3
5639_2,resynth,5639,M,corpus/final/resynth/5639_2.wav,8.12,e3580e140b665b695cc29337a9b17e0c35ca9887b9262c29d291bf001c0023b4
5639_3,resynth,5639,M,corpus/final/resynth/5639_3.wav,9.89,9a80550e814df6700792d275b9679f538d1545f6b5d28a25d23cf6bc0bd54b82
5639_4,resynth,5639,M,corpus/final/resynth/5639_4.wav,7.71,cf377d716be07f39236da1f25d3333f3595dc3638c516e275ab27429dd97c8d1
5683_0,resynth,5683,F,corpus/final/resynth/5683_0.wav,4.54,77768f5471dc0222db091adf2210958d1858deeec100ee7ef92739f37f84d403
5683_1,resynth,5683,F,corpus/final/resynth/5683_1.wav,7.84,478d34626af040a49c87a8cfe36063c58a11c969a86b142a3c327df50b8a896f
5683_2,resynth,5683,F,corpus/final/resynth/5683_2.wav,11.61,a6910004953fee93bd73345a5c145bbe8230b7d07401abd3491645634be8dd71
5683_3,resynth,5683,F,corpus/final/resynth/5683_3.wav,8.8,45d97ce6105f631d1c8a595b86d43554b1fb36d1102f6eebdd89f92708321413
5683_4,resynth,5683,F,corpus/final/resynth/5683_4.wav,9.62,def5a99c9eb8d2198016e3b8574a91e35a4146328cf20c77c2e734a2bba0af5e
61_0,resynth,61,M,corpus/final/resynth/61_0.wav,4.77,69b86c2af067a16da6c3500256d6d2ceefeee8adbd623b9c9e049a621bc669cc
61_1,resynth,61,M,corpus/final/resynth/61_1.wav,6.42,21c95cd62e547c24737f58b041141d5a7b5ee70f0d1417ebd19d32a966c50fec
61_2,resynth,61,M,corpus/final/resynth/61_2.wav,5.42,4d61d5e0b76249a52a309dbe8c28cfaca61f3a6d02043e9d609573e78bd65053
61_3,resynth,61,M,corpus/final/resynth/61_3.wav,5.42,97d92a3322653ceed55849803adcba2bafdb79330408f843f9f2a8f15b171826
61_4,resynth,61,M,corpus/final/resynth/61_4.wav,6.08,8eaa8a8a2b703f93354f051cce4dc6bfbc274e09d407889906441fc15449f7b0
672_0,resynth,672,M,corpus/final/resynth/672_0.wav,5.07,8941c486a354d5b5a955dd713307d974683b89e9a2047f49b69bfd85e4a08610
672_1,resynth,672,M,corpus/final/resynth/672_1.wav,6.96,82f067f236e1af68ad7ffafef4e00f1344492e11c1571b18db335bcea38edde6
672_2,resynth,672,M,corpus/final/resynth/672_2.wav,9.28,bfbce0e681f641ab2fa04963782973c2b67e85c8a3a74250f4a459e1a24091e3
672_3,resynth,672,M,corpus/final/resynth/672_3.wav,11.09,5f8218b070c30c318bc40c52f6b6158a4d31e89727d61900f968ac8a01028cad
672_4,resynth,672,M,corpus/final/resynth/672_4.wav,6.67,c4ad6f6c365d0aa24aa9cdb1248b32debaa0011a8ce74e14ee4e2e64aa683328
6829_0,resynth,6829,F,corpus/final/resynth/6829_0.wav,5.96,69ae95557820d545204f868d75cc440925983704000376212692ca02c526dde8
6829_1,resynth,6829,F,corpus/final/resynth/6829_1.wav,5.53,d2e3e9150c5393c3412414932c051d392c4a0e6a923490b45a5a195f6231a0fd
6829_2,resynth,6829,F,corpus/final/resynth/6829_2.wav,4.51,a8ce13a0a9360d802c79ba1a43f6d7cac0340b3925014cfa4bd91c2027139f86
6829_3,resynth,6829,F,corpus/final/resynth/6829_3.wav,6.12,00c758017895cedb32c25c4a09543c60de872b7fbdf04e0685a4d3342891da46
6829_4,resynth,6829,F,corpus/final/resynth/6829_4.wav,8.85,6430a2a257e7283d4b145bb0db8272e51c750cefdfb3f4f17c047c6f72e68d33
6930_0,resynth,6930,M,corpus/final/resynth/6930_0.wav,11.46,8e9bee79f289c150c96438871a7a26585419d785b648cfd2e9f9095f5c25baef
6930_1,resynth,6930,M,corpus/final/resynth/6930_1.wav,6.71,d5489cc46030ec81a295125d19cbe9bd184a76a2f3cad10dd4537c477e54ac1c
6930_2,resynth,6930,M,corpus/final/resynth/6930_2.wav,6.25,c7c8ccfc04639a88255cc9f3fe8baa162d7941b6cf2fc16069b6f4d2740ab1a0
6930_3,resynth,6930,M,corpus/final/resynth/6930_3.wav,5.58,9337e6dd71f03defb9411af709f631e928d0c070cf604da737b21ec6ebe11120
6930_4,resynth,6930,M,corpus/final/resynth/6930_4.wav,7.2,8df808e9098dd6f1f6574603e3acef21a0eacc27208284925f6f74e868efe1a6
7021_0,resynth,7021,M,corpus/final/resynth/7021_0.wav,6.39,49e3731f5d27ff8d9f9310c5ec2bb1ef93e4cbe6a507833e5835ab748659cd84
7021_1,resynth,7021,M,corpus/final/resynth/7021_1.wav,6.86,28dce156d8bce4a99eb20aef3e684dfdfedfbdb152e7192660320e8bab726d63
7021_2,resynth,7021,M,corpus/final/resynth/7021_2.wav,6.37,a7b9aedb6b67253bca3a36700c69c5ee9021c524e74b8b569d84fcde7de8c545
7021_3,resynth,7021,M,corpus/final/resynth/7021_3.wav,11.95,de72d05163d72b98499b7d6f9aaaa13d2a8f1cab28b2c8e1e0208e810af60662
7021_4,resynth,7021,M,corpus/final/resynth/7021_4.wav,5.42,3d304157235ef2848505a618a3b826d9ac1c5a5e2c73b7d61a57a1efe0f8de96
7127_0,resynth,7127,M,corpus/final/resynth/7127_0.wav,5.68,a642ba14a9f4ced06591ee97f68f71e55c2fd91ed5c2997c4ea41833e1bcb2bb
7127_1,resynth,7127,M,corpus/final/resynth/7127_1.wav,7.04,d6a4d04ed48b3e6c0de2cebc10845ac3a27a94b6195c42031fcd63272893c3f2
7127_2,resynth,7127,M,corpus/final/resynth/7127_2.wav,9.27,317a2137fe41b630244c7364d19fb6a468a62fa71aafd27750d380843bb5a1e1
7127_3,resynth,7127,M,corpus/final/resynth/7127_3.wav,10.57,beb75b575f889143845cee2d064d32347a1115212fdbe1325ec2b89092de0c21
7127_4,resynth,7127,M,corpus/final/resynth/7127_4.wav,6.92,e38b3eed6dcfc12add80927470b6ea0cce12ff6b125aff5d6e08368b286c4b9c
7176_0,resynth,7176,M,corpus/final/resynth/7176_0.wav,5.45,acad5c4783e106e7b7e18f1143e9bda8347adbaff615d5301f1c21c0dc836ade
7176_1,resynth,7176,M,corpus/final/resynth/7176_1.wav,6.09,a23b10b436b47b9c8704bb74b9cfcd080218c9907b00b667b605797ae453c9d9
7176_2,resynth,7176,M,corpus/final/resynth/7176_2.wav,7.67,c50058e15f3835fc7de79464079504eb1ad253009bef94748cec81cb9e93e1a5
7176_3,resynth,7176,M,corpus/final/resynth/7176_3.wav,7.91,4b2a2926c1141fdd604d4716a3001922f668e0c97c8279459a798a2fe1a2387b
7176_4,resynth,7176,M,corpus/final/resynth/7176_4.wav,7.96,5347050cf6d08a164fcc95302ca677f54b98d73484a0bc9687982f438e67e2c0
7729_0,resynth,7729,M,corpus/final/resynth/7729_0.wav,9.62,768d8631bbd6d982a65b995873cfb0c4a78fe5556ee9dbf0a5e54a7754456d8b
